醫事機構代碼,醫事機構名稱,電話,地址,地圖地址,緯度,經度,備註,縣市,鄉鎮市區
5907110048,和德藥局橋頭店,07-6113580,高雄市橋頭區橋南路116－1號,高雄市橋頭區橋南里6鄰橋南路116之1號,22.754406,120.31253999999998,,高雄市,橋頭區
5907110066,安麗兒藥局橋頭店,07-6111209,高雄市橋頭區隆豐路148號,高雄市橋頭區仕和里35鄰隆豐路148號,22.754906,120.306164,,高雄市,橋頭區
5907110075,言安藥局,07-6110719,高雄市橋頭區樹德路65號,高雄市橋頭區白樹里13鄰樹德路65號,22.760296,120.304497,,高雄市,橋頭區
5907110084,昱佳藥局,07-6110302,高雄市橋頭區仕豐南路66號,高雄市橋頭區仕豐里16鄰仕豐南路66號,22.749014000000003,120.30990600000001,,高雄市,橋頭區
5907110093,順和藥局,07-6118688,高雄市橋頭區仕豐路5號,高雄市橋頭區仕和里11鄰仕豐路5號,22.751438,120.30875,,高雄市,橋頭區
5907110146,民權藥局,07-6113632,高雄市橋頭區橋頭里28鄰成功路227號1樓－229號1樓,高雄市橋頭區橋頭里28鄰成功路227號,22.7563,120.31051000000001,,高雄市,橋頭區
5907110155,丁丁藥局橋頭店,07-6113633,高雄市橋頭區成功南路148巷3號,高雄市橋頭區橋南里17鄰成功南路148巷2號,22.75229,120.313374,,高雄市,橋頭區
5907120017,和德藥局燕巢店,07-6143499,高雄市燕巢區西燕里中民路628號,高雄市燕巢區西燕里22鄰中民路628號,22.793446,120.361199,,高雄市,燕巢區
5907120026,安康健保藥局,07-6141103,高雄市燕巢區中興路8號,高雄市燕巢區南燕里23鄰中興路8號,22.792787,120.36171499999999,,高雄市,燕巢區
5907140019,佑聖健保藥局,07-6321516,高雄市阿蓮區民生路79號,高雄市阿蓮區清蓮里17鄰民生路79號,22.882683,120.327244,,高雄市,阿蓮區
5907140108,德昌藥局阿蓮店,07-6318868,高雄市阿蓮區阿蓮里中正路456號,高雄市阿蓮區阿蓮里7鄰中正路456號,22.880845,120.33205600000001,,高雄市,阿蓮區
5907140117,悅安藥局,07-6319632,高雄市阿蓮區和蓮里信義路111號,高雄市阿蓮區和蓮里2鄰信義路111號,22.879393,120.32625900000001,,高雄市,阿蓮區
5907140126,天德藥局阿蓮店,07-6311566,高雄市阿蓮區南蓮里忠孝路168、170號,高雄市阿蓮區南蓮里21鄰忠孝路239之1號,22.878625,120.328645,春節休診,高雄市,阿蓮區
5907150024,安麗兒藥局路竹店,07-6071699,高雄市路竹區大社路51號1樓,高雄市路竹區社西里21鄰大社路51號,22.863198999999998,120.261953,,高雄市,路竹區
5907150060,大社藥局,07-6076686,高雄市路竹區大社路29號,高雄市路竹區社西里21鄰大社路29號,22.862754000000002,120.261545,1月1日正常看診,高雄市,路竹區
5907150097,金德昌藥師藥局,07-6978143,高雄市路竹區大社路90之6號,高雄市路竹區社西里20鄰大社路90之6號,22.863816,120.26298600000001,,高雄市,路竹區
5907150122,醫康藥局,07-6973776,高雄市路竹區中和街30號,高雄市路竹區竹南里20鄰中和街30號,22.855238,120.25806200000001,,高雄市,路竹區
5907150177,佑安藥局,07-6072215,高雄市路竹區中和街182號,高雄市路竹區文北里2鄰中和街182號,22.858895,120.257549,晚上16:00-21:00,高雄市,路竹區
5907150202,永昌藥局,07-6964321,高雄市路竹區延平路81號,高雄市路竹區竹南里16鄰延平路81號,22.857858,120.257929,下午診為14:00~16:00；依藥局公告營業時間為主,高雄市,路竹區
5907150220,天德藥局路竹店,07-6975656,高雄市路竹區忠孝路26－2、26－3號1樓,高雄市路竹區竹東里6鄰忠孝路26之1號,22.86059,120.26011100000001,上午八點到晚上10點30,高雄市,路竹區
5907150239,固德藥局,07-6978641,高雄市路竹區金平路312號,高雄市路竹區甲南里10鄰金平路312號,22.869766000000002,120.269302,清明連假營業時段請來電洽詢。,高雄市,路竹區
5907150248,宗明藥局路竹店,07-6962391,高雄市路竹區中正路106－1號1樓,高雄市路竹區竹南里6鄰中正路106之1號,22.855609,120.262405,,高雄市,路竹區
5907160020,振裕藥局,07-6995796,高雄市湖內區逸賢里保生路553號,高雄市湖內區逸賢里1鄰保生路553號,22.905773,120.21202199999999,08:30-22:00,高雄市,湖內區
5907160039,華安藥局,07-6938208,高雄市湖內區中山路一段451－19號,高雄市湖內區大湖里28鄰中山路一段451之19號,22.884716,120.24590400000001,週六晚上至9點,高雄市,湖內區
5907160048,吉成藥局,07-6993681,高雄市湖內區太爺里中正路1段12號,高雄市湖內區太爺里3鄰中正路一段12號,22.90948,120.22653400000002,,高雄市,湖內區
5907160066,生麗藥局,07-6992899,高雄市湖內區保生路326號,高雄市湖內區葉厝里18鄰保生路326號,22.907392,120.219816,,高雄市,湖內區
5907160075,安麗兒藥局東方店,07-6936029,高雄市湖內區湖東里東方路90號,高雄市湖內區湖東里13鄰東方路90號,22.879827,120.24780600000001,,高雄市,湖內區
5907170035,得安藥局,07-6909718,高雄市茄萣區嘉安里仁愛路三段56巷1－3號,高雄市茄萣區嘉安里16鄰仁愛路三段56巷1之3號,22.900578,120.18468200000001,清明連假營業時段請來電洽詢。,高雄市,茄萣區
5907200010,嘉安藥師藥局,07-6107008,高雄市梓官區茄苳里嘉展路381號,高雄市梓官區茄苳里16鄰嘉展路381號,22.735678,120.25549699999999,,高雄市,梓官區
5907200038,和德藥局梓官店,07-6191008,高雄市梓官區梓和里梓官路233號1樓,高雄市梓官區梓和里2鄰梓官路233號,22.759747,120.266985,,高雄市,梓官區
5907200047,永_健康生活藥局,07-6102755,高雄市梓官區智蚵里通安路176號1樓,高雄市梓官區智蚵里11鄰通安路176號,22.7307,120.252027,,高雄市,梓官區
5907200056,伊生藥局,07-6102767,高雄市梓官區梓和里梓官路城隍巷22之1號1樓,高雄市梓官區梓和里4鄰梓官路城隍巷22之1號,22.759363,120.26771799999999,,高雄市,梓官區
5907200065,復安堂藥局,07-6103147,高雄市梓官區信蚵里廣澤路2號1樓,高雄市梓官區信蚵里13鄰廣澤路2號,22.729702,120.255346,,高雄市,梓官區
5907210016,東冠健保藥局,07-6891852,高雄市六龜區太平路5號1樓,高雄市六龜區義寶里6鄰太平路5號,22.995753,120.635173,,高雄市,六龜區
5907210034,大晉藥局,07-6894951,高雄市六龜區義寶里太平路116號,高雄市六龜區義寶里17鄰太平路116號,22.9952,120.63754399999999,元旦正常營業,高雄市,六龜區
5907230018,立康健保藥師藥局,07-6773353,高雄市杉林區上平里山仙路80號,高雄市杉林區上平里5鄰山仙路80號,22.974322,120.541629,,高雄市,杉林區
5907240014,博林健保藥局,07-6671883,高雄市內門區觀亭里中正路160巷51號,高雄市內門區觀亭里14鄰中正路160巷51號,22.923202,120.45386699999999,,高雄市,內門區
5907280027,宏光藥局,07-5211299,高雄市鹽埕區七賢三路92號一樓,高雄市鹽埕區港都里6鄰七賢三路92號,22.624191,120.281401,營業時間: 11:00~21:00,高雄市,鹽埕區
5907290023,明倫藥局,07-5520736,高雄市鼓山區明倫路150號1樓,高雄市鼓山區明誠里36鄰明倫路150號,22.665067999999998,120.2979,109.01.23至109.01.29春節連續假期照常營業,高雄市,鼓山區
5907290050,新高橋藥局裕明店,07-5224680,高雄市鼓山區裕誠路1680號,高雄市鼓山區龍子里41鄰裕誠路1680號,22.660511,120.29403799999999,109.01.23至109.01.29春節連續假期照常營業,高雄市,鼓山區
5907290103,康喜藥局,07-5550060,高雄市鼓山區華榮路607號,高雄市鼓山區裕興里22鄰華榮路607號,22.670878,120.292275,週一至週日執業時間為上午8:00~晚上10:00。,高雄市,鼓山區
5907290112,新高橋藥局華榮店,07-5534727,高雄市鼓山區華榮路287號1樓,高雄市鼓山區華豐里18鄰華榮路287號,22.666163,120.29673799999999,109.01.23至109.01.29春節連續假期照常營業,高雄市,鼓山區
5907290121,柏順藥局,07-5559567,高雄市鼓山區龍德路106巷30、32號,高雄市鼓山區龍子里15鄰龍德路106巷43號,22.655141,120.299893,,高雄市,鼓山區
5907290158,美館久億藥局,07-5227762,高雄市鼓山區美術東二路245、247號,高雄市鼓山區龍水里29鄰美術東二路636號,22.665381,120.28889099999999,,高雄市,鼓山區
5907290176,為安藥局,07-5212912,高雄市鼓山區九如四路959號,高雄市鼓山區忠正里16鄰九如四路959號,22.655916,120.27876100000002,,高雄市,鼓山區
5907290201,開心藥局,07-5555572,高雄市鼓山區中華一路948號,高雄市鼓山區龍水里7鄰中華一路948號,22.655565,120.29189,,高雄市,鼓山區
5907290229,芳博藥局,07-5501173,高雄市鼓山區明倫路456號,高雄市鼓山區明誠里42鄰明倫路456號,22.664154,120.29790200000001,,高雄市,鼓山區
5907290238,聯合藥師藥局,07-5500558,高雄市鼓山區中華一路970號1樓,高雄市鼓山區龍水里7鄰中華一路970號,22.655166,120.29186399999999,,高雄市,鼓山區
5907290265,新美館藥局,07-5522006,高雄市鼓山區中華一路972號,高雄市鼓山區龍水里7鄰中華一路972號,22.655127,120.29186399999999,,高雄市,鼓山區
5907290274,明誠丁丁藥局,07-5520120,高雄市鼓山區明誠三路465號,高雄市鼓山區龍子里4鄰明誠三路465號,22.660967000000003,120.3011,,高雄市,鼓山區
5907300024,重愛藥局,07-3501870,高雄市左營區文自路930號1樓,高雄市左營區福山里6鄰文自路930號,22.685467000000003,120.316124,109.01.23至109.01.29春節連續假期照常營業,高雄市,左營區
5907300033,活力藥局,07-3504012,高雄市左營區自由三路353號1樓,高雄市左營區菜公里9鄰自由三路353號,22.674657999999997,120.31198300000001,,高雄市,左營區
5907300042,育安健保藥局,07-5508862,高雄市左營區富國路339號1樓,高雄市左營區新上里23鄰富國路339號,22.666427,120.30707199999999,週一 ~ 週六 (08:30~22:30),高雄市,左營區
5907300088,神農健保藥局,07-3418228,高雄市左營區重和路117號,高雄市左營區福山里28鄰重和路117號,22.684625,120.31214299999999,週一至週六執業時間為上午9:30~晚上10:00,高雄市,左營區
5907300104,健勝藥局,07-5828579,高雄市左營區勝利路127號,高雄市左營區埤西里16鄰勝利路127之2號,22.680635000000002,120.289579,服務時間8:30-22:30,高雄市,左營區
5907300168,金元藥局,07-3458378,高雄市左營區重愛路220號,高雄市左營區福山里58鄰重愛路220號,22.685624,120.315575,,高雄市,左營區
5907300177,人尚大藥局,07-3100000,高雄市左營區榮總路109號1樓,高雄市左營區福山里50鄰榮總路109號,22.679274,120.32167,,高雄市,左營區
5907300211,勁好健保藥局,07-5855767,高雄市左營區果峰街12巷26號1樓,高雄市左營區果貿里26鄰果峰街12巷26號,22.671784,120.28808899999999,,高雄市,左營區
5907300239,左野藥局,07-3486883,高雄市左營區崇德路222號,高雄市左營區新光里15鄰崇德路222號,22.675005,120.30521399999999,,高雄市,左營區
5907300300,宜康健保藥局,07-5889919,高雄市左營區翠華路601巷40號,高雄市左營區海勝里17鄰翠華路601巷40號,22.673034,120.290402,,高雄市,左營區
5907300319,士凱藥局,07-3430257,高雄市左營區孟子路178號,高雄市左營區菜公里12鄰孟子路178號,22.673871,120.312615,,高雄市,左營區
5907300337,果峰健保藥局,07-5880401,高雄市左營區果峰街50巷15號1樓,高雄市左營區果貿里25鄰果峰街50巷15號,22.671647,120.287224,,高雄市,左營區
5907300346,正心藥師藥局,07-5880386,高雄市左營區左營大路473之2號,高雄市左營區尾西里14鄰左營大路473之2號,22.689464,120.295024,如有特殊情況請先電話通知 07-5880386,高雄市,左營區
5907300408,安闔藥局,07-3596913,高雄市左營區榮總路23號1樓,高雄市左營區福山里43鄰榮總路23號,22.678507999999997,120.32171899999999,,高雄市,左營區
5907300417,森森藥師藥局,07-5853600,高雄市左營區緯六路215號1樓,高雄市左營區合群里34鄰緯六路215號,22.697219,120.287416,,高雄市,左營區
5907300506,躍獅祐恩藥局,07-5508706,高雄市左營區明華一路132號1樓,高雄市左營區新上里55鄰明華一路132號,22.663071,120.30729099999999,服務時間9:30-22:00,高雄市,左營區
5907300515,詮裕藥局,07-3453942,高雄市左營區華夏路706號1樓,高雄市左營區新光里35鄰華夏路706號,22.677799,120.302218,,高雄市,左營區
5907300588,明禾藥局,07-3493734,高雄市左營區華夏路1732號1樓,高雄市左營區福山里66鄰華夏路1732號,22.687770999999998,120.32036399999998,,高雄市,左營區
5907300613,新高橋藥局河堤店,07-5582806,高雄市左營區裕誠路144號1樓及地下1樓,高雄市左營區新上里13鄰裕誠路144號,22.664187,120.311746,109.01.23至109.01.29春節連續假期照常營業,高雄市,左營區
5907300631,大樹孟子藥局,07-3461772,高雄市左營區孟子路226、228號,高雄市左營區新光里37鄰孟子路700號,22.679370000000002,120.30220700000001,,高雄市,左營區
5907300659,維康藥局高榮店,07-3494540,高雄市左營區榮總路163號、165號,高雄市左營區福山里24鄰榮總路163號,22.680728,120.321627,,高雄市,左營區
5907300668,米米藥局,07-5570569,高雄市左營區富民路301號1Ｆ,高雄市左營區新上里30鄰富民路301號,22.664065,120.30495800000001,,高雄市,左營區
5907300677,佳寧峰藥局,07-5886408,高雄市左營區部後街2號,高雄市左營區部後街2號,22.683403600000002,120.2886291,無,高雄市,左營區
5907300686,左營自由藥局,07-5589991,高雄市左營區自由二路350、350－1號,高雄市左營區新中里3鄰自由二路509號,22.667716,120.30926200000002,,高雄市,左營區
5907300702,禾順左營藥局,07-3592582,高雄市左營區自由三路410號2樓,高雄市左營區菜公里12鄰自由三路410號,22.675615,120.31275900000001,109年2月3日/6日/10日/29日晚診皆休診,高雄市,左營區
5907300711,富元聯合健康藥局,07-3488585,高雄市左營區博愛三路37號,高雄市左營區新光里1鄰博愛三路37號,22.671617,120.30363500000001,,高雄市,左營區
5907300739,左營藥局,07-5501017,高雄市左營區華夏路325號,高雄市左營區新下里15鄰華夏路325號,22.671673000000002,120.297184,,高雄市,左營區
5907300748,翔生藥局合群店,07-5880055,高雄市左營區緯六路256號,高雄市左營區合群里33鄰緯六路256號,22.697602,120.287131,,高雄市,左營區
5907300757,奕康藥局,07-5561908,高雄市左營區明華一路76號,高雄市左營區新上里14鄰明華一路76號,22.663003,120.309049,,高雄市,左營區
5907300766,悠仁藥局,07-3457979,高雄市左營區自由三路170號,高雄市左營區新中里12鄰自由三路170號,22.671651999999998,120.31133700000001,一~五的營業時間為0800~1200/1530~1800/1830~2100 六日的營業時間為0900-1200/1600-2000,高雄市,左營區
5907300775,詠康藥局,07-5580165,高雄市左營區明華一路265號,高雄市左營區新上里53鄰明華一路265號,22.662854,120.30444299999999,,高雄市,左營區
5907300784,新高橋藥局博正店,07-5509810,高雄市左營區忠言路180號,高雄市左營區新上里38鄰忠言路180號,22.658407999999998,120.303828,109.01.23至109.01.29春節連續假期照常營業,高雄市,左營區
5907300793,高鐵藥局,07-3452797,高雄市左營區華夏路1322．1326號,高雄市左營區福山里54鄰華夏路1773號,22.688525,120.31988,,高雄市,左營區
5907300800,元大藥師健保藥局,07-3507531,高雄市左營區榮德街327號,高雄市左營區福山里67鄰榮德街327號,22.686360999999998,120.32105800000001,,高雄市,左營區
5907300819,志全藥局,07-5568217,高雄市左營區富國路168號1樓,高雄市左營區新上里37鄰富國路168號,22.660752,120.30676100000001,,高雄市,左營區
5907300837,杏一高榮二店藥局,07-3463348,高雄市左營區榮總路177號1樓,高雄市左營區福山里24鄰榮總路177號,22.681096,120.321316,,高雄市,左營區
5907300855,新高橋藥局裕誠店,07-5573857,高雄市左營區裕誠路291號1樓,高雄市左營區新上里29鄰裕誠路291號,22.665109,120.30776999999999,109.01.23至109.01.29春節連續假期照常營業,高雄市,左營區
5907300882,得孚社區藥局,07-3410121,高雄市左營區重立路533號1樓,高雄市左營區菜公里20鄰重立路533號,22.679551999999997,120.309846,,高雄市,左營區
5907300891,新高橋藥局華夏店,07-3410915,高雄市左營區華夏路1110號,高雄市左營區福山里30鄰華夏路1110號,22.683428,120.30846000000001,109.01.23至109.01.29春節連續假期照常營業,高雄市,左營區
5907300908,明自丁丁藥局,07-5568902,高雄市左營區自由二路152號1樓,高雄市左營區新上里51鄰自由二路152號,22.662235,120.30891499999998,,高雄市,左營區
5907310020,德民藥局,07-3630805,高雄市楠梓區德民路911號,高雄市楠梓區裕昌里13鄰德民路911號,22.72085,120.289728,,高雄市,楠梓區
5907310048,九九藥局,07-3633636,高雄市楠梓區後昌路775號,高雄市楠梓區和昌里1鄰後昌路775號,22.710235,120.29593999999999,,高雄市,楠梓區
5907310128,新高橋藥局土庫店,07-3535458,高雄市楠梓區土庫路68號1樓,高雄市楠梓區清豐里13鄰土庫路68號,22.737056,120.33202299999999,109.01.23至109.01.29春節連續假期照常營業,高雄市,楠梓區
5907310137,青田藥局,07-3648257,高雄市楠梓區監理南街68號,高雄市楠梓區惠豐里16鄰監理南街68號,22.72897,120.318794,,高雄市,楠梓區
5907310173,安健藥局,07-3520167,高雄市楠梓區鳳楠路250號,高雄市楠梓區五常里3鄰鳳楠路250號,22.726169,120.32961,,高雄市,楠梓區
5907310217,甫原中西人合藥局,07-3630366,高雄市楠梓區益群路14、16號,高雄市楠梓區翠屏里6鄰益群路84號,22.725378,120.29681399999998,,高雄市,楠梓區
5907310235,新興藥局,07-3629735,高雄市楠梓區後昌路87號,高雄市楠梓區錦屏里11鄰後昌路87號,22.7193,120.31134899999999,,高雄市,楠梓區
5907310262,大樹楠梓藥局,07-3632322,高雄市楠梓區軍校路908號,高雄市楠梓區隆昌里21鄰軍校路908號,22.712723,120.29181799999999,,高雄市,楠梓區
5907310271,漢宏健保藥局,07-3626086,高雄市楠梓區加宏路97號,高雄市楠梓區加昌里40鄰加宏路97號,22.718125,120.29656499999999,,高雄市,楠梓區
5907310280,光玉藥局,07-3659555,高雄市楠梓區德民路1006－5號,高雄市楠梓區國昌里21鄰德民路1006之5號,22.72019,120.287443,,高雄市,楠梓區
5907310299,八八藥局,07-3652182,高雄市楠梓區大學二十六街82號,高雄市楠梓區藍田里11鄰大學二十六街82號,22.729235,120.289746,,高雄市,楠梓區
5907310306,大雄藥局,07-3643290,高雄市楠梓區德民路166號,高雄市楠梓區翠屏里35鄰德民路166號,22.726576,120.30980600000001,,高雄市,楠梓區
5907310315,小太陽康健藥局,07-3635808,高雄市楠梓區德民路993號1－2樓,高雄市楠梓區裕昌里16鄰德民路993號,22.719602,120.28733100000001,,高雄市,楠梓區
5907310342,楠梓久億藥局,07-3657099,高雄市楠梓區德祥路221號,高雄市楠梓區翠屏里34鄰德祥路221號,22.726572,120.30753100000001,,高雄市,楠梓區
5907310351,惠民楠梓藥局,07-3521896,高雄市楠梓區建楠路217號,高雄市楠梓區惠楠里8鄰建楠路217號,22.726822,120.32478200000001,,高雄市,楠梓區
5907310360,百康藥局,07-3601281,高雄市楠梓區右昌街416號,高雄市楠梓區裕昌里5鄰右昌街416號,22.715711,120.288389,,高雄市,楠梓區
5907310379,德昌藥局,07-6250942,高雄市楠梓區德賢路215號,高雄市楠梓區翠屏里44鄰德賢路215號,22.726319,120.305296,,高雄市,楠梓區
5907320017,安心藥局,07-3863191,高雄市三民區陽明路215號1樓,高雄市三民區寶國里27鄰陽明路215號,22.641635,120.34167099999999,,高雄市,三民區
5907320062,大豐藥局,07-3980133,高雄市三民區大豐一路471號,高雄市三民區本和里14鄰大豐一路471號,22.658607,120.326282,,高雄市,三民區
5907320133,莊敬藥局,07-3976079,高雄市三民區大昌一路28號,高雄市三民區本和里1鄰大昌一路28號,22.653066,120.327858,週一至週六執業時間為上午8:30~ 晚上9:30，週日休息。,高雄市,三民區
5907320179,新高橋藥局天祥店,07-3102683,高雄市三民區天祥一路117號,高雄市三民區鼎中里15鄰天祥一路117號,22.667154999999998,120.320454,109.01.23至109.01.29春節連續假期照常營業,高雄市,三民區
5907320240,吉田藥局,07-3119701,高雄市三民區十全一路87號,高雄市三民區德智里16鄰十全一路87號,22.644748999999997,120.310911,,高雄市,三民區
5907320259,明誠藥局,07-3108636,高雄市三民區明誠一路172號,高雄市三民區鼎西里26鄰明誠一路172號,22.659938,120.32728600000002,,高雄市,三民區
5907320295,新高橋藥局澄清店,07-3815186,高雄市三民區澄和路2號1樓,高雄市三民區本揚里22鄰澄和路2號,22.644385,120.346134,109.01.23至109.01.29春節連續假期照常營業,高雄市,三民區
5907320302,新高橋藥局明誠店,07-3107072,高雄市三民區明誠一路492號,高雄市三民區鼎西里11鄰明誠一路492號,22.660458,120.322607,109.01.23至109.01.29春節連續假期照常營業,高雄市,三民區
5907320339,河堤健保藥局,07-3108281,高雄市三民區裕誠路107號1樓,高雄市三民區鼎泰里66鄰裕誠路107號,22.663688,120.313474,,高雄市,三民區
5907320375,聖一健保藥局,07-3959300,高雄市三民區鼎山街363號,高雄市三民區灣成里4鄰鼎山街363號,22.657709,120.32203899999999,,高雄市,三民區
5907320400,康圓藥局,07-3909978,高雄市三民區大豐二路359、361號1樓,高雄市三民區本元里13鄰大豐二路690號,22.653109,120.33171100000001,,高雄市,三民區
5907320419,大林藥局,07-3833593,高雄市三民區大昌一路170－1號,高雄市三民區本和里4鄰大昌一路170之1號,22.654794,120.325107,,高雄市,三民區
5907320428,東京藥局,07-3874567,高雄市三民區建工路685號,高雄市三民區正興里7鄰建工路685號,22.647801,120.31730900000001,,高雄市,三民區
5907320437,金鼎大藥局,07-3473271,高雄市三民區鼎力路376及378號1樓,高雄市三民區鼎金里15鄰鼎力路378號,22.669284,120.32531100000001,,高雄市,三民區
5907320464,建元健保藥局,07-3927865,高雄市三民區興昌街83巷9號,高雄市三民區正興里28鄰興昌街83巷9號,22.646206,120.318082,,高雄市,三民區
5907320535,康誠藥局,07-3893889,高雄市三民區建工路616號,高雄市三民區灣華里1鄰建工路616號,22.649342,120.322768,,高雄市,三民區
5907320553,三民明誠藥局,07-3493137,高雄市三民區明誠一路500號1、2Ｆ502號,高雄市三民區鼎西里12鄰明誠一路500號,22.660457,120.322346,,高雄市,三民區
5907320562,康威藥局,07-3223189,高雄市三民區九如二路301號,高雄市三民區達勇里4鄰九如二路301號,22.640878,120.305402,,高雄市,三民區
5907320571,德安藥局,07-3970323,高雄市三民區陽明路83號,高雄市三民區寶國里1鄰陽明路83號,22.63974,120.341268,,高雄市,三民區
5907320580,丸之內藥局,07-3156688,高雄市三民區十全二路321、323號,高雄市三民區十全里9鄰十全二路385號,22.646013,120.29228700000002,"每月第1&3&5周,星期日10:00~18:00",高雄市,三民區
5907320633,勁康健保藥局,07-3966716,高雄市三民區義華路402號1樓,高雄市三民區寶泰里6鄰義華路402號,22.643713,120.33309799999999,春節期間視實際狀況休假,高雄市,三民區
5907320651,未來照護藥局,07-3105356,高雄市三民區鼎瑞街108號1樓,高雄市三民區鼎泰里45鄰鼎瑞街108號,22.666117,120.31546200000001,,高雄市,三民區
5907320679,安安藥局,07-3420010,高雄市三民區鼎和街32號1樓,高雄市三民區鼎泰里22鄰鼎和街32號,22.666867,120.318598,,高雄市,三民區
5907320688,惠川藥局,07-7806618,高雄市三民區文安南街78號,高雄市三民區寶業里25鄰文安南街78號,22.639331,120.34708799999999,,高雄市,三民區
5907320697,鄰好藥師藥局,07-3909589,高雄市三民區褒揚街287號,高雄市三民區寶國里11鄰褒揚街287號,22.640824,120.33981100000001,,高雄市,三民區
5907320704,建工台安藥局,07-3807521,高雄市三民區建工路499號之1,高雄市三民區灣利里1鄰建工路498號,22.651182000000002,120.32651499999999,,高雄市,三民區
5907320722,晶晶藥局,07-3222507,高雄市三民區十全一路223號1樓,高雄市三民區達明里14鄰十全一路223號,22.64494,120.30723700000001,"每月第1,3周6 看診領藥",高雄市,三民區
5907320740,忠仁藥局,07-3125305,高雄市三民區中都街35號1樓,高雄市三民區力行里11鄰中都街35號,22.639604000000002,120.28670600000001,,高雄市,三民區
5907320768,心樂保健藥局,07-3855377,高雄市三民區光裕路78號1樓,高雄市三民區寶獅里14鄰光裕路78號,22.637960999999997,120.333083,,高雄市,三民區
5907320777,桉家藥師藥局,07-3929732,高雄市三民區明誠一路393號,高雄市三民區灣成里3鄰明誠一路393號,22.660024,120.322833,,高雄市,三民區
5907320795,建工藥局,07-3839900,高雄市三民區建工路396號1樓,高雄市三民區本館里1鄰建工路396號,22.652603,120.329449,6/7早午晚6/8早午晚6/9早,高雄市,三民區
5907320802,欣盛藥局,07-3851377,高雄市三民區平等路101號1樓,高雄市三民區安發里16鄰平等路101號,22.640893,120.320743,,高雄市,三民區
5907320811,力生藥局,07-3105231,高雄市三民區鼎中路168號1樓,高雄市三民區鼎中里8鄰鼎中路168號,22.662233999999998,120.319433,,高雄市,三民區
5907320848,仕康健保藥妝藥局,07-3845050,高雄市三民區建興路222號,高雄市三民區寶中里14鄰建興路222號,22.6447,120.324955,,高雄市,三民區
5907320857,陽明上鼎藥師健保藥局,07-3962358,高雄市三民區陽明路101號1樓,高雄市三民區寶國里1鄰陽明路101號,22.640079999999998,120.341323,,高雄市,三民區
5907320866,意朋建興藥局,07-3929507,高雄市三民區建興路225號1樓,高雄市三民區寶中里14鄰建興路225號,22.644185,120.32506299999999,雙十連假照常營業,高雄市,三民區
5907320875,耀美麗藥局,07-2153885,高雄市三民區中華三路283號,高雄市三民區鳳南里7鄰中華三路283號,22.635848,120.293125,,高雄市,三民區
5907320884,自由藥局,07-3223113,高雄市三民區自由一路78號,高雄市三民區德智里9鄰自由一路78號,22.644216,120.308869,,高雄市,三民區
5907320893,大樹天祥藥局,07-3429902,高雄市三民區天祥一路167號,高雄市三民區鼎泰里1鄰天祥一路167號,22.667370000000002,120.31911299999999,,高雄市,三民區
5907320900,大昌藥局,07-3961396,高雄市三民區大昌二路397號,高雄市三民區寶珠里31鄰大昌二路397號,22.649153,120.331682,,高雄市,三民區
5907320919,心寬福藥局,07-3832366,高雄市三民區大順二路718號一樓,高雄市三民區灣成里11鄰大順二路718號,22.653589,120.319273,,高雄市,三民區
5907320928,高杏健保藥局,07-3819918,高雄市三民區義華路432號,高雄市三民區寶泰里13鄰義華路432號,22.6437,120.332546,,高雄市,三民區
5907320946,熊安心藥局,07-3815212,高雄市三民區黃興路53號,高雄市三民區本揚里2鄰黃興路53號,22.646256,120.343119,,高雄市,三民區
5907320955,禾藥局,07-3225777,高雄市三民區博愛一路223－1號1樓,高雄市三民區安邦里16鄰博愛一路223之1號,22.647478,120.302952,,高雄市,三民區
5907320964,森心藥局,07-2818580,高雄市三民區自強一路216號1樓,高雄市三民區鳳南里16鄰自強一路216號,22.635273,120.29165800000001,,高雄市,三民區
5907330031,健美藥局,07-2291108,高雄市新興區復興一路40之4號,高雄市新興區德望里14鄰復興一路40之4號,22.629855,120.30836299999999,,高雄市,新興區
5907330040,維康藥局,07-2615396,高雄市新興區中正三路65號,高雄市新興區仁聲里6鄰中正三路65號,22.630771,120.307796,"周一至周日07:30-12:00,周一至周六14:00-21:00",高雄市,新興區
5907330095,林森合豐藥局,07-2823313,高雄市新興區林森一路37號,高雄市新興區振成里8鄰林森一路37號,22.623878,120.30503,,高雄市,新興區
5907330120,七賢台安藥局,07-2855159,高雄市新興區七賢二路7號1樓,高雄市新興區秋山里15鄰七賢二路7號,22.634413000000002,120.301667,,高雄市,新興區
5907330139,新興復興藥局,07-2352550,高雄市新興區復興一路76號1樓,高雄市新興區中東里19鄰復興一路76號,22.633115,120.30851399999999,,高雄市,新興區
5907330148,康園藥局,07-2372069,高雄市新興區六合一路53－12號,高雄市新興區中東里27鄰六合一路53之12號,22.632412,120.308851,,高雄市,新興區
5907330166,中正台安藥局,07-2856336,高雄市新興區中山一路183號一樓,高雄市新興區秋山里18鄰中山一路183號,22.633366,120.301778,,高雄市,新興區
5907340019,台灣社區照護藥局,07-2211350,高雄市前金區中山二路533號7樓之1,高雄市前金區文東里17鄰中山二路533號,22.620659,120.301549,,高雄市,前金區
5907340046,銘益藥局,07-2853107,高雄市前金區七賢二路208、210號1樓,高雄市前金區新生里25鄰七賢二路428號,22.630722,120.28768899999999,,高雄市,前金區
